Index,Timestamp,UTCdate,Volume,Ask.c,Ask.h,Ask.o,Ask.l,Bid.c,Bid.h,Bid.o,Bid.l,Mid.c,Mid.h,Mid.o,Mid.l,
160,1497950655.0,2017-06-20 09:24:15,1,0.87908,0.87908,0.87908,0.87908,0.87915,0.87915,0.87915,0.87915,0.87901,0.87901,0.87901,0.87901,
161,1497950680.0,2017-06-20 09:24:40,2,0.87906,0.87904,0.87904,0.87906,0.87914,0.87911,0.87911,0.87914,0.87898,0.87896,0.87896,0.87898,
162,1497950685.0,2017-06-20 09:24:45,2,0.87901,0.87904,0.87901,0.87904,0.87909,0.8791,0.87909,0.8791,0.87893,0.87897,0.87893,0.87897,
163,1497950695.0,2017-06-20 09:24:55,1,0.87901,0.87901,0.87901,0.87901,0.87908,0.87908,0.87908,0.87908,0.87895,0.87895,0.87895,0.87895,
164,1497950700.0,2017-06-20 09:25:00,1,0.87904,0.87904,0.87904,0.87904,0.87911,0.87911,0.87911,0.87911,0.87896,0.87896,0.87896,0.87896,
165,1497950715.0,2017-06-20 09:25:15,2,0.87906,0.87909,0.87906,0.87909,0.87914,0.87916,0.87914,0.87916,0.87899,0.87902,0.87899,0.87902,
166,1497950720.0,2017-06-20 09:25:20,4,0.87911,0.87918,0.87911,0.87918,0.87917,0.87926,0.87917,0.87926,0.87905,0.87911,0.87905,0.87911,
167,1497950765.0,2017-06-20 09:26:05,1,0.87921,0.87921,0.87921,0.87921,0.87927,0.87927,0.87927,0.87927,0.87914,0.87914,0.87914,0.87914,
168,1497950775.0,2017-06-20 09:26:15,1,0.87923,0.87923,0.87923,0.87923,0.87931,0.87931,0.87931,0.87931,0.87915,0.87915,0.87915,0.87915,
169,1497950780.0,2017-06-20 09:26:20,3,0.87926,0.87921,0.87921,0.87926,0.87934,0.87927,0.87927,0.87934,0.87917,0.87915,0.87915,0.87917,
170,1497950835.0,2017-06-20 09:27:15,1,0.87919,0.87919,0.87919,0.87919,0.87926,0.87926,0.87926,0.87926,0.87912,0.87912,0.87912,0.87912,
171,1497950850.0,2017-06-20 09:27:30,1,0.87921,0.87921,0.87921,0.87921,0.87928,0.87928,0.87928,0.87928,0.87914,0.87914,0.87914,0.87914,
172,1497950880.0,2017-06-20 09:28:00,1,0.87924,0.87924,0.87924,0.87924,0.87931,0.87931,0.87931,0.87931,0.87917,0.87917,0.87917,0.87917,
173,1497950885.0,2017-06-20 09:28:05,3,0.87922,0.87918,0.87918,0.87922,0.87929,0.87925,0.87925,0.87929,0.87915,0.87911,0.87911,0.87915,
174,1497950900.0,2017-06-20 09:28:20,1,0.87915,0.87915,0.87915,0.87915,0.87923,0.87923,0.87923,0.87923,0.87908,0.87908,0.87908,0.87908,
175,1497950915.0,2017-06-20 09:28:35,1,0.87913,0.87913,0.87913,0.87913,0.87919,0.87919,0.87919,0.87919,0.87907,0.87907,0.87907,0.87907,
176,1497950960.0,2017-06-20 09:29:20,1,0.87911,0.87911,0.87911,0.87911,0.87917,0.87917,0.87917,0.87917,0.87904,0.87904,0.87904,0.87904,
177,1497950995.0,2017-06-20 09:29:55,1,0.87909,0.87909,0.87909,0.87909,0.87916,0.87916,0.87916,0.87916,0.87901,0.87901,0.87901,0.87901,
178,1497951010.0,2017-06-20 09:30:10,2,0.87906,0.87908,0.87906,0.87908,0.87913,0.87915,0.87913,0.87915,0.87899,0.87901,0.87899,0.87901,
179,1497951025.0,2017-06-20 09:30:25,1,0.8791,0.8791,0.8791,0.8791,0.87916,0.87916,0.87916,0.87916,0.87904,0.87904,0.87904,0.87904,
180,1497951030.0,2017-06-20 09:30:30,1,0.87908,0.87908,0.87908,0.87908,0.87915,0.87915,0.87915,0.87915,0.87901,0.87901,0.87901,0.87901,
181,1497951045.0,2017-06-20 09:30:45,1,0.87906,0.87906,0.87906,0.87906,0.87913,0.87913,0.87913,0.87913,0.87899,0.87899,0.87899,0.87899,
182,1497951050.0,2017-06-20 09:30:50,1,0.87904,0.87904,0.87904,0.87904,0.8791,0.8791,0.8791,0.8791,0.87897,0.87897,0.87897,0.87897,
183,1497951055.0,2017-06-20 09:30:55,1,0.87906,0.87906,0.87906,0.87906,0.87913,0.87913,0.87913,0.87913,0.87899,0.87899,0.87899,0.87899,
184,1497951090.0,2017-06-20 09:31:30,1,0.87904,0.87904,0.87904,0.87904,0.87911,0.87911,0.87911,0.87911,0.87896,0.87896,0.87896,0.87896,
185,1497951100.0,2017-06-20 09:31:40,1,0.87901,0.87901,0.87901,0.87901,0.87909,0.87909,0.87909,0.87909,0.87893,0.87893,0.87893,0.87893,
186,1497951105.0,2017-06-20 09:31:45,1,0.87904,0.87904,0.87904,0.87904,0.8791,0.8791,0.8791,0.8791,0.87897,0.87897,0.87897,0.87897,
187,1497951110.0,2017-06-20 09:31:50,2,0.87901,0.87898,0.87898,0.87901,0.87909,0.87906,0.87906,0.87909,0.87893,0.87891,0.87891,0.87893,
188,1497951115.0,2017-06-20 09:31:55,3,0.87896,0.87892,0.87892,0.87896,0.87903,0.87899,0.87899,0.87903,0.87889,0.87884,0.87884,0.87889,
189,1497951125.0,2017-06-20 09:32:05,1,0.87894,0.87894,0.87894,0.87894,0.87901,0.87901,0.87901,0.87901,0.87887,0.87887,0.87887,0.87887,
190,1497951130.0,2017-06-20 09:32:10,1,0.87892,0.87892,0.87892,0.87892,0.87899,0.87899,0.87899,0.87899,0.87885,0.87885,0.87885,0.87885,
191,1497951140.0,2017-06-20 09:32:20,2,0.8789,0.87892,0.8789,0.87892,0.87897,0.87899,0.87897,0.87899,0.87883,0.87885,0.87883,0.87885,
192,1497951145.0,2017-06-20 09:32:25,1,0.87894,0.87894,0.87894,0.87894,0.87901,0.87901,0.87901,0.87901,0.87887,0.87887,0.87887,0.87887,
193,1497951150.0,2017-06-20 09:32:30,1,0.87892,0.87892,0.87892,0.87892,0.87899,0.87899,0.87899,0.87899,0.87885,0.87885,0.87885,0.87885,
194,1497951155.0,2017-06-20 09:32:35,1,0.87894,0.87894,0.87894,0.87894,0.87901,0.87901,0.87901,0.87901,0.87888,0.87888,0.87888,0.87888,
195,1497951160.0,2017-06-20 09:32:40,1,0.87892,0.87892,0.87892,0.87892,0.87899,0.87899,0.87899,0.87899,0.87886,0.87886,0.87886,0.87886,
196,1497951170.0,2017-06-20 09:32:50,6,0.8789,0.87883,0.87883,0.8789,0.87898,0.8789,0.8789,0.87898,0.87882,0.87876,0.87876,0.87882,
197,1497951175.0,2017-06-20 09:32:55,3,0.87881,0.87876,0.87876,0.87881,0.87888,0.87883,0.87883,0.87888,0.87874,0.87869,0.87869,0.87874,
198,1497951180.0,2017-06-20 09:33:00,4,0.87874,0.87867,0.87867,0.87874,0.87881,0.87874,0.87874,0.87881,0.87867,0.8786,0.8786,0.87867,
199,1497951185.0,2017-06-20 09:33:05,17,0.87865,0.87853,0.87847,0.87865,0.87872,0.8786,0.87854,0.87872,0.87858,0.87845,0.8784,0.87858,
200,1497951190.0,2017-06-20 09:33:10,2,0.8785,0.87848,0.87848,0.8785,0.87858,0.87856,0.87856,0.87858,0.87842,0.8784,0.8784,0.87842,
201,1497951195.0,2017-06-20 09:33:15,1,0.87845,0.87845,0.87845,0.87845,0.87853,0.87853,0.87853,0.87853,0.87838,0.87838,0.87838,0.87838,
202,1497951200.0,2017-06-20 09:33:20,2,0.87843,0.87841,0.87841,0.87843,0.8785,0.87849,0.87849,0.8785,0.87837,0.87834,0.87834,0.87837,
203,1497951205.0,2017-06-20 09:33:25,2,0.87844,0.87847,0.87844,0.87847,0.87851,0.87854,0.87851,0.87854,0.87837,0.87839,0.87837,0.87839,
204,1497951210.0,2017-06-20 09:33:30,2,0.87844,0.87842,0.87842,0.87844,0.87852,0.87849,0.87849,0.87852,0.87837,0.87835,0.87835,0.87837,
